Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
150010705000001;1;0;912936;912936;0;1;14;55;119;76;38;33;9;1;6;
150010705000002;1;2;536221;533921;2300;5;15;52;88;45;20;12;6;1;2;
150010705000003;1;0;566476;566476;0;27;54;117;127;45;6;3;1;2;13;
150010705000004;1;0;616374;616374;0;22;41;72;109;47;15;11;11;0;10;
150010705000005;1;0;594983;594983;0;7;14;48;91;55;21;7;7;1;4;
150010705000006;1;1;750468;749958;510;5;11;57;87;66;27;16;12;3;3;
150010705000007;1;0;499175;499175;0;0;2;17;25;35;16;12;13;4;0;
150010705000008;1;0;542875;542875;0;0;6;27;69;48;15;18;9;1;6;
150010705000009;1;0;507664;507664;0;29;44;99;96;38;14;9;4;1;16;
150010705000010;1;0;456754;456754;0;10;26;70;99;43;10;5;2;2;3;
150010705000011;1;0;403787;403787;0;26;44;83;113;32;6;4;1;0;7;
150010705000012;1;0;587010;587010;0;5;36;81;130;72;18;5;1;1;12;
150010705000013;1;0;379662;379662;0;16;19;57;85;43;13;6;0;0;10;
150010705000014;1;0;276494;276494;0;4;17;51;55;32;9;5;0;0;6;
150010705000015;1;0;510283;510283;0;4;25;46;85;60;19;6;4;0;6;
150010705000016;1;0;697793;697793;0;8;24;87;97;76;30;14;8;0;28;
150010705000017;1;0;314118;314118;0;13;22;57;60;30;8;5;1;0;13;
150010705000018;1;0;372758;372758;0;8;22;56;72;37;11;12;0;0;2;
150010705000019;1;0;347189;347189;0;25;45;81;77;27;3;2;2;0;61;
150010705000020;1;1;401410;400900;510;34;49;80;101;32;9;4;1;0;21;
150010705000021;1;0;630042;630042;0;27;40;81;103;50;20;14;6;1;11;
150010705000022;1;0;293598;293598;0;12;22;49;54;33;14;0;1;0;17;
150010705000023;1;0;581431;581431;0;11;26;74;96;48;16;16;6;1;6;
150010705000024;1;1;956357;953562;2795;8;32;79;124;75;25;20;12;3;0;
150010705000025;1;0;407225;407225;0;11;27;66;90;35;16;4;0;0;10;
150010705000026;1;0;500233;500233;0;25;44;89;89;43;12;7;2;1;4;
150010705000027;1;0;377685;377685;0;17;39;66;84;27;8;2;3;0;8;
150010705000028;1;0;244766;244766;0;15;38;69;61;17;2;3;0;0;9;
150010705000029;1;0;463141;463141;0;22;52;93;114;47;9;1;1;0;12;
150010705000030;1;0;230490;230490;0;30;54;71;55;19;6;0;1;0;35;
150010705000031;1;1;276302;276302;0;29;71;69;56;20;4;1;0;1;11;
150010705000032;1;0;235672;235672;0;7;37;62;58;27;4;1;0;0;6;
150010705000033;1;0;384689;384689;0;21;50;86;95;45;8;3;0;0;10;
150010705000034;1;1;285610;285210;400;31;59;89;81;19;4;1;0;0;10;
150010705000035;1;1;242653;242403;250;23;35;72;65;16;2;2;1;0;11;
150010705000036;1;0;367389;367389;0;23;50;91;92;21;6;3;3;0;9;
150010705000037;1;0;195740;195740;0;37;46;74;39;15;0;2;1;0;18;
150010705000038;1;0;329685;329685;0;15;23;78;61;35;7;5;2;0;5;
150010705000039;1;0;524461;524461;0;8;23;50;69;44;19;10;7;1;1;
150010705000040;1;0;186177;186177;0;14;70;72;56;9;1;0;0;0;3;
150010705000041;1;0;307475;307475;0;19;61;100;69;16;5;4;2;0;15;
150010705000042;1;0;376024;376024;0;53;87;139;94;22;2;2;0;0;11;
150010705000043;1;0;222684;222684;0;28;57;60;56;10;1;3;0;0;6;
150010705000044;1;0;283807;283807;0;38;72;98;76;14;4;3;0;0;8;
150010705000045;1;0;122580;122580;0;25;32;36;32;6;3;0;0;0;53;
150010705000046;1;0;279105;279105;0;17;53;94;67;26;3;1;0;0;2;
150010705000047;1;0;144165;144165;0;14;27;21;17;12;3;2;2;0;45;
150010705000048;1;0;147460;147460;0;71;58;64;34;5;1;0;0;0;10;
150010705000049;1;0;229002;229002;0;38;80;102;55;16;3;1;0;0;55;
150010705000050;8;0;79934;79934;0;49;37;33;16;0;0;0;0;0;6;
150010705000051;8;0;80383;80383;0;47;29;31;23;1;2;0;0;0;14;
150010705000052;8;0;63148;63148;0;98;19;23;15;1;0;0;0;0;34;
150010705000053;8;1;278930;278930;0;81;101;105;68;13;1;0;0;0;20;
150010705000054;8;0;148011;148011;0;41;55;51;44;4;2;0;0;0;1;
150010705000055;8;0;373181;373181;0;24;52;97;84;24;4;4;2;2;20;
150010705000056;8;1;169765;169165;600;33;51;72;46;10;0;0;0;0;3;
